EntryTime,ExitTime,Type,Strike,EntryPremium,ExitPremium,Contracts,Status,PnL,PnL%,Balance,Delta,Gamma,Theta
2025-10-15 18:15:00+00:00,2025-10-15 19:45:00+00:00,call,250,0.33,0.45,22,EOD_Expire,284.02,39.71,3920.63,0.31,0.217,-0.75
2025-10-16 13:30:00+00:00,2025-10-16 14:30:00+00:00,put,250,0.94,1.23,8,Win_Trail,236.79,31.59,4157.43,-0.41,0.123,-0.41
2025-10-16 14:30:00+00:00,2025-10-16 15:00:00+00:00,put,249,0.78,0.87,10,Win_Trail,90.7,11.65,4248.12,-0.38,0.1318,-0.44
2025-10-16 16:00:00+00:00,2025-10-16 16:45:00+00:00,put,247,0.61,0.68,13,Win_Trail,91.46,11.47,4339.58,-0.36,0.1534,-0.5
2025-10-16 16:45:00+00:00,2025-10-16 17:15:00+00:00,put,247,0.68,0.59,12,Loss_Trail,-110.98,-13.52,4228.6,-0.42,0.1776,-0.58
2025-10-16 18:00:00+00:00,2025-10-16 18:30:00+00:00,put,244,0.32,0.17,26,Loss_SL,-393.91,-47.35,3834.69,-0.3,0.2017,-0.65
2025-10-16 18:30:00+00:00,2025-10-16 18:45:00+00:00,put,244,0.17,0.12,45,Loss_Trail,-219.71,-28.98,3614.98,-0.2,0.1899,-0.62
2025-10-16 18:45:00+00:00,2025-10-16 19:30:00+00:00,put,245,0.4,0.64,18,Win_Trail,428.81,59.55,4043.79,-0.41,0.2866,-0.93
2025-10-17 13:30:00+00:00,2025-10-17 13:45:00+00:00,put,243,0.96,0.68,8,Loss_Trail,-227.54,-29.58,3816.25,-0.42,0.1277,-0.4
2025-10-17 13:45:00+00:00,2025-10-17 14:00:00+00:00,put,243,0.68,0.48,11,Loss_Trail,-220.4,-29.59,3595.85,-0.34,0.121,-0.39
2025-10-17 14:00:00+00:00,2025-10-17 15:45:00+00:00,put,244,0.8,1.49,8,Win_Trail,546.03,84.95,4141.88,-0.38,0.129,-0.41
2025-10-17 16:00:00+00:00,2025-10-17 16:30:00+00:00,call,244,0.7,0.36,11,Loss_SL,-369.57,-48.19,3772.31,0.41,0.1612,-0.54
2025-10-17 16:30:00+00:00,2025-10-17 17:00:00+00:00,call,243,0.7,0.49,10,Loss_Trail,-209.86,-29.88,3562.45,0.43,0.175,-0.58
2025-10-17 18:00:00+00:00,2025-10-17 18:30:00+00:00,call,244,0.28,0.28,25,Win_Trail,3.34,0.48,3565.79,0.27,0.1942,-0.64
2025-10-17 18:30:00+00:00,2025-10-17 19:15:00+00:00,call,244,0.28,0.24,25,Loss_Trail,-102.12,-14.66,3463.67,0.3,0.236,-0.77
2025-10-17 19:15:00+00:00,2025-10-17 19:30:00+00:00,call,244,0.24,0.13,29,Loss_SL,-322.88,-46.82,3140.79,0.34,0.3526,-1.16
2025-10-20 14:15:00+00:00,2025-10-20 14:45:00+00:00,put,247,1.03,0.74,6,Loss_Trail,-173.63,-28.18,2967.16,-0.46,0.1354,-0.44
2025-10-20 14:45:00+00:00,2025-10-20 16:30:00+00:00,put,247,0.74,0.8,8,Win_Trail,51.1,8.66,3018.25,-0.38,0.1353,-0.44
2025-10-20 19:00:00+00:00,2025-10-20 19:30:00+00:00,put,247,0.12,0.06,49,Loss_SL,-313.47,-52.86,2704.78,-0.18,0.2149,-0.72
2025-10-21 13:30:00+00:00,2025-10-21 15:15:00+00:00,call,247,0.85,1.47,6,Win_Trail,371.2,72.78,3075.99,0.39,0.1239,-0.42
2025-10-21 16:00:00+00:00,2025-10-21 17:45:00+00:00,put,247,0.54,0.58,11,Win_Trail,34.93,5.84,3110.91,-0.33,0.1485,-0.49
2025-10-21 18:00:00+00:00,2025-10-21 18:15:00+00:00,put,246,0.24,0.18,25,Loss_Trail,-161.47,-26.94,2949.45,-0.24,0.1783,-0.59
2025-10-21 18:15:00+00:00,2025-10-21 19:30:00+00:00,put,247,0.47,0.4,12,Loss_Trail,-89.02,-15.73,2860.42,-0.41,0.2397,-0.79
2025-10-22 13:30:00+00:00,2025-10-22 14:45:00+00:00,put,245,0.74,1.45,7,Win_Trail,500.99,96.91,3361.41,-0.35,0.1196,-0.39
2025-10-22 14:45:00+00:00,2025-10-22 18:15:00+00:00,put,244,0.93,1.96,7,Win_Trail,720.89,110.49,4082.3,-0.45,0.1429,-0.45
2025-10-22 18:15:00+00:00,2025-10-22 18:30:00+00:00,call,243,0.29,0.22,28,Loss_Trail,-194.76,-23.91,3887.55,0.29,0.2173,-0.71
2025-10-22 18:30:00+00:00,2025-10-22 19:45:00+00:00,call,243,0.22,0.47,35,EOD_Expire,870.06,112.28,4757.6,0.25,0.2184,-0.71
2025-10-23 14:00:00+00:00,2025-10-23 15:15:00+00:00,call,245,0.83,1.14,11,Win_Trail,347.4,38.14,5105.0,0.4,0.1305,-0.44
2025-10-23 16:00:00+00:00,2025-10-23 18:30:00+00:00,call,246,0.82,1.03,12,Win_Trail,252.03,25.51,5357.03,0.45,0.1631,-0.55
2025-10-23 19:15:00+00:00,2025-10-23 19:30:00+00:00,call,248,0.07,0.01,100,Loss_SL,-637.9,-85.4,4719.14,0.14,0.2099,-0.71
2025-10-24 13:45:00+00:00,2025-10-24 15:00:00+00:00,put,250,0.93,0.87,10,Loss_Trail,-56.97,-6.12,4662.16,-0.41,0.1258,-0.42
2025-10-24 18:30:00+00:00,2025-10-24 19:00:00+00:00,put,249,0.27,0.17,34,Loss_Trail,-351.17,-38.23,4310.99,-0.29,0.2247,-0.76
2025-10-24 19:15:00+00:00,2025-10-24 19:30:00+00:00,call,251,0.08,0.02,100,Loss_SL,-623.37,-78.19,3687.62,0.15,0.2135,-0.73
2025-10-27 13:30:00+00:00,2025-10-27 17:30:00+00:00,put,251,0.9,1.24,8,Win_Trail,274.47,38.22,3962.09,-0.4,0.1215,-0.41
2025-10-28 16:15:00+00:00,2025-10-28 16:45:00+00:00,put,249,0.47,0.35,16,Loss_Trail,-187.4,-24.98,3774.69,-0.31,0.1463,-0.49
2025-10-28 16:45:00+00:00,2025-10-28 18:00:00+00:00,put,250,0.69,0.69,10,Loss_Trail,-6.28,-0.9,3768.42,-0.42,0.1755,-0.59
2025-10-28 18:00:00+00:00,2025-10-28 19:45:00+00:00,put,249,0.3,0.29,24,EOD_Expire,-36.42,-5.03,3732.0,-0.28,0.1921,-0.65
2025-10-29 13:30:00+00:00,2025-10-29 17:15:00+00:00,call,249,1.1,1.48,6,Win_Trail,223.79,33.79,3955.79,0.46,0.1268,-0.44
2025-10-29 18:00:00+00:00,2025-10-29 18:30:00+00:00,put,249,0.43,2.89,18,Win_TP_Moon,4412.09,564.14,8367.88,-0.36,0.2151,-0.72
2025-10-29 18:30:00+00:00,2025-10-29 18:45:00+00:00,put,245,0.19,0.03,87,Loss_SL,-1436.03,-86.21,6931.85,-0.22,0.2001,-0.66
2025-10-29 18:45:00+00:00,2025-10-29 19:45:00+00:00,put,247,0.42,0.31,33,EOD_Expire,-361.79,-26.31,6570.06,-0.42,0.2858,-0.94
2025-10-30 14:00:00+00:00,2025-10-30 14:30:00+00:00,put,246,0.69,0.5,19,Loss_Trail,-361.12,-27.59,6208.94,-0.34,0.1229,-0.4
2025-10-30 14:30:00+00:00,2025-10-30 15:15:00+00:00,put,247,0.84,0.68,14,Loss_Trail,-236.1,-19.97,5972.85,-0.41,0.1352,-0.44
2025-10-30 16:00:00+00:00,2025-10-30 17:15:00+00:00,put,247,0.71,0.96,16,Win_Trail,393.72,34.69,6366.57,-0.4,0.1582,-0.52
2025-10-30 18:00:00+00:00,2025-10-30 19:45:00+00:00,put,245,0.27,0.33,47,EOD_Expire,289.91,23.09,6656.48,-0.26,0.1875,-0.61
2025-10-31 13:30:00+00:00,2025-10-31 13:45:00+00:00,put,244,1.05,0.45,12,Loss_SL,-723.1,-57.18,5933.38,-0.45,0.1286,-0.41
2025-10-31 13:45:00+00:00,2025-10-31 14:30:00+00:00,put,245,0.76,0.57,15,Loss_Trail,-286.95,-25.19,5646.43,-0.36,0.1235,-0.4
2025-10-31 14:30:00+00:00,2025-10-31 17:30:00+00:00,put,246,0.95,1.69,11,Win_Trail,821.73,78.96,6468.16,-0.44,0.1382,-0.45
2025-10-31 18:00:00+00:00,2025-10-31 19:45:00+00:00,call,246,0.42,0.4,30,EOD_Expire,-66.86,-5.25,6401.3,0.36,0.2189,-0.73
2025-11-03 14:30:00+00:00,2025-11-03 14:45:00+00:00,put,243,0.62,0.38,20,Loss_Trail,-483.5,-38.73,5917.8,-0.33,0.1284,-0.41
2025-11-03 14:45:00+00:00,2025-11-03 15:30:00+00:00,put,244,0.68,1.18,17,Win_Trail,842.74,72.81,6760.54,-0.36,0.1347,-0.43
2025-11-03 16:00:00+00:00,2025-11-03 18:00:00+00:00,call,245,0.66,0.62,20,Loss_Trail,-83.74,-6.33,6676.8,0.39,0.159,-0.53
2025-11-04 14:30:00+00:00,2025-11-04 14:45:00+00:00,put,242,0.76,0.44,17,Loss_SL,-550.29,-42.63,6126.51,-0.38,0.1357,-0.43
2025-11-04 14:45:00+00:00,2025-11-04 15:15:00+00:00,put,243,0.76,0.66,16,Loss_Trail,-164.43,-13.47,5962.08,-0.39,0.139,-0.44
2025-11-04 16:00:00+00:00,2025-11-04 16:30:00+00:00,put,242,0.56,0.42,21,Loss_Trail,-298.98,-25.44,5663.1,-0.35,0.1537,-0.49
2025-11-04 16:30:00+00:00,2025-11-04 16:45:00+00:00,put,242,0.42,0.31,27,Loss_Trail,-291.27,-25.85,5371.83,-0.29,0.1531,-0.49
2025-11-04 16:45:00+00:00,2025-11-04 19:00:00+00:00,put,243,0.63,1.03,16,Win_Trail,633.89,62.63,6005.72,-0.4,0.1787,-0.57
2025-11-04 19:00:00+00:00,2025-11-04 19:15:00+00:00,put,241,0.11,0.06,100,Loss_SL,-453.8,-41.69,5551.92,-0.17,0.2114,-0.67
2025-11-04 19:15:00+00:00,2025-11-04 19:45:00+00:00,put,241,0.06,0.05,100,EOD_Expire,-184.33,-29.04,5367.59,-0.12,0.1969,-0.63
2025-11-05 14:30:00+00:00,2025-11-05 15:00:00+00:00,call,242,1.01,1.31,10,Win_Trail,294.82,29.05,5662.41,0.47,0.142,-0.47
2025-11-05 16:00:00+00:00,2025-11-05 19:45:00+00:00,call,243,0.8,2.21,14,EOD_Expire,1973.35,175.72,7635.76,0.45,0.1649,-0.55
2025-11-06 14:30:00+00:00,2025-11-06 15:15:00+00:00,put,243,0.83,1.01,18,Win_Trail,324.28,21.68,7960.04,-0.41,0.1375,-0.43
2025-11-06 16:00:00+00:00,2025-11-06 17:30:00+00:00,put,240,0.47,0.38,33,Loss_Trail,-284.01,-18.27,7676.03,-0.31,0.1474,-0.46
2025-11-06 18:00:00+00:00,2025-11-06 18:45:00+00:00,call,241,0.46,0.74,33,Win_Trail,911.78,60.12,8587.8,0.39,0.2282,-0.73
2025-11-06 18:45:00+00:00,2025-11-06 19:00:00+00:00,put,241,0.37,0.18,46,Loss_SL,-874.92,-51.74,7712.88,-0.39,0.2877,-0.91
2025-11-06 19:00:00+00:00,2025-11-06 19:15:00+00:00,put,241,0.18,0.09,86,Loss_SL,-738.39,-48.39,6974.5,-0.25,0.2652,-0.84
2025-11-06 19:15:00+00:00,2025-11-06 19:45:00+00:00,put,241,0.09,0.05,100,EOD_Expire,-378.79,-41.37,6595.71,-0.17,0.2407,-0.77
2025-11-07 14:30:00+00:00,2025-11-07 14:45:00+00:00,put,238,0.88,0.57,14,Loss_Trail,-431.94,-35.07,6163.77,-0.43,0.1421,-0.43
2025-11-07 14:45:00+00:00,2025-11-07 17:15:00+00:00,put,238,0.57,0.98,21,Win_Trail,865.56,72.17,7029.33,-0.32,0.1324,-0.41
2025-11-07 18:00:00+00:00,2025-11-07 19:45:00+00:00,call,239,0.5,2.46,28,EOD_Expire,5497.17,393.93,12526.5,0.41,0.2337,-0.74
2025-11-10 14:30:00+00:00,2025-11-10 16:00:00+00:00,put,244,0.78,1.47,31,Win_Trail,2114.78,87.06,14641.28,-0.39,0.1352,-0.43
2025-11-10 16:00:00+00:00,2025-11-10 18:45:00+00:00,call,244,0.58,0.82,50,Win_Trail,1174.25,40.31,15815.53,0.36,0.1555,-0.51
2025-11-11 16:00:00+00:00,2025-11-11 19:00:00+00:00,call,244,0.58,0.74,54,Win_Trail,874.89,28.16,16690.42,0.36,0.1551,-0.51
2025-11-12 14:30:00+00:00,2025-11-12 16:30:00+00:00,put,245,0.71,1.38,47,Win_Trail,3174.76,95.28,19865.17,-0.36,0.1315,-0.42
2025-11-12 16:45:00+00:00,2025-11-12 17:15:00+00:00,call,245,0.48,0.36,82,Loss_Trail,-1002.47,-25.33,18862.7,0.34,0.1679,-0.56
2025-11-12 18:00:00+00:00,2025-11-12 18:30:00+00:00,put,244,0.45,0.49,83,Win_Trail,310.13,8.25,19172.82,-0.38,0.2227,-0.72
2025-11-12 18:30:00+00:00,2025-11-12 18:45:00+00:00,put,243,0.17,0.11,100,Loss_Trail,-590.07,-34.54,18582.75,-0.21,0.1923,-0.62
2025-11-12 18:45:00+00:00,2025-11-12 19:30:00+00:00,put,244,0.38,0.35,97,Loss_Trail,-323.18,-8.73,18259.57,-0.4,0.2856,-0.92
2025-11-13 14:30:00+00:00,2025-11-13 15:00:00+00:00,put,240,0.63,0.43,57,Loss_Trail,-1159.84,-32.21,17099.73,-0.34,0.1309,-0.41
2025-11-13 16:00:00+00:00,2025-11-13 19:15:00+00:00,put,239,0.65,1.41,52,Win_Trail,3953.14,117.39,21052.87,-0.39,0.1617,-0.5
2025-11-13 19:15:00+00:00,2025-11-13 19:45:00+00:00,put,237,0.16,0.43,100,EOD_Expire,2690.5,163.65,23743.37,-0.27,0.3222,-0.99
2025-11-14 14:30:00+00:00,2025-11-14 15:00:00+00:00,call,236,0.72,0.74,65,Win_Trail,133.75,2.85,23877.12,0.38,0.14,-0.44
2025-11-14 16:00:00+00:00,2025-11-14 17:30:00+00:00,call,238,0.57,0.82,83,Win_Trail,2046.48,43.18,25923.6,0.36,0.1596,-0.5
2025-11-14 18:00:00+00:00,2025-11-14 18:45:00+00:00,put,237,0.24,0.23,100,Loss_Trail,-92.22,-3.89,25831.38,-0.24,0.1871,-0.57
2025-11-14 18:45:00+00:00,2025-11-14 19:15:00+00:00,put,237,0.23,0.09,100,Loss_SL,-1412.69,-62.02,24418.69,-0.28,0.256,-0.78
2025-11-14 19:15:00+00:00,2025-11-14 19:30:00+00:00,put,237,0.09,0.05,100,Loss_Trail,-323.13,-37.35,24095.56,-0.16,0.2397,-0.74
2025-11-17 14:30:00+00:00,2025-11-17 14:45:00+00:00,put,236,0.65,0.51,73,Loss_Trail,-1037.81,-21.78,23057.76,-0.35,0.1349,-0.4
2025-11-17 14:45:00+00:00,2025-11-17 16:15:00+00:00,put,237,0.88,1.26,52,Win_Trail,1983.16,43.27,25040.92,-0.44,0.1466,-0.44
2025-11-17 16:15:00+00:00,2025-11-17 16:45:00+00:00,put,236,0.74,0.47,68,Loss_Trail,-1835.78,-36.71,23205.14,-0.44,0.1741,-0.52
2025-11-17 16:45:00+00:00,2025-11-17 19:30:00+00:00,put,236,0.47,2.97,99,Win_TP_Moon,24762.91,537.35,47968.05,-0.33,0.1722,-0.52
2025-11-18 14:30:00+00:00,2025-11-18 14:45:00+00:00,call,233,0.72,0.54,100,Loss_Trail,-1809.86,-25.26,46158.19,0.38,0.1419,-0.43
2025-11-18 14:45:00+00:00,2025-11-18 15:45:00+00:00,call,232,0.92,0.68,100,Loss_Trail,-2365.72,-25.73,43792.47,0.46,0.1514,-0.46
2025-11-18 16:00:00+00:00,2025-11-18 17:00:00+00:00,call,233,0.6,0.67,100,Win_Trail,631.07,10.45,44423.54,0.38,0.1659,-0.5
2025-11-18 18:15:00+00:00,2025-11-18 18:45:00+00:00,call,235,0.36,0.23,100,Loss_Trail,-1237.57,-34.84,43185.97,0.35,0.241,-0.74
2025-11-18 18:45:00+00:00,2025-11-18 19:15:00+00:00,call,235,0.23,0.09,100,Loss_SL,-1415.94,-61.17,41770.03,0.29,0.2632,-0.8
2025-11-18 19:15:00+00:00,2025-11-18 19:45:00+00:00,call,235,0.09,0.07,100,EOD_Expire,-231.61,-25.76,41538.42,0.17,0.2514,-0.76
2025-11-19 14:30:00+00:00,2025-11-19 15:15:00+00:00,call,235,0.68,1.07,100,Win_Trail,3878.95,56.76,45417.37,0.37,0.1391,-0.43
2025-11-19 16:00:00+00:00,2025-11-19 16:45:00+00:00,put,233,0.55,0.47,100,Loss_Trail,-787.84,-14.38,44629.53,-0.35,0.1603,-0.47
2025-11-19 16:45:00+00:00,2025-11-19 17:30:00+00:00,put,233,0.47,0.53,100,Win_Trail,644.44,13.73,45273.96,-0.34,0.1755,-0.52
2025-11-19 18:00:00+00:00,2025-11-19 18:45:00+00:00,put,233,0.29,0.19,100,Loss_Trail,-993.07,-34.14,44280.9,-0.28,0.2076,-0.61
2025-11-19 18:45:00+00:00,2025-11-19 19:45:00+00:00,put,233,0.19,0.15,100,EOD_Expire,-412.87,-21.55,43868.02,-0.25,0.2451,-0.73
2025-11-20 14:30:00+00:00,2025-11-20 14:45:00+00:00,put,237,0.83,0.51,100,Loss_Trail,-3215.58,-38.6,40652.44,-0.41,0.1416,-0.43
2025-11-20 14:45:00+00:00,2025-11-20 15:15:00+00:00,put,238,0.88,0.6,92,Loss_Trail,-2611.61,-32.21,38040.83,-0.44,0.1459,-0.44
2025-11-20 16:00:00+00:00,2025-11-20 17:30:00+00:00,put,236,0.81,4.89,93,Win_TP_Moon,37876.84,500.9,75917.67,-0.46,0.1698,-0.51
2025-11-20 18:00:00+00:00,2025-11-20 19:15:00+00:00,put,233,0.43,1.8,100,Win_Trail,13699.04,318.9,89616.71,-0.38,0.2329,-0.68
2025-11-20 19:15:00+00:00,2025-11-20 19:45:00+00:00,put,231,0.3,0.04,100,EOD_Expire,-2548.58,-85.97,87068.13,-0.41,0.3936,-1.14
2025-11-21 14:30:00+00:00,2025-11-21 15:15:00+00:00,call,231,0.73,0.69,100,Loss_Trail,-429.44,-5.88,86638.69,0.39,0.1439,-0.43
2025-11-21 16:00:00+00:00,2025-11-21 18:00:00+00:00,call,232,0.77,2.72,100,Win_Trail,19516.9,253.52,106155.59,0.45,0.1728,-0.52
2025-11-21 18:00:00+00:00,2025-11-21 19:45:00+00:00,call,235,0.51,1.29,100,EOD_Expire,7838.32,153.55,113993.91,0.43,0.239,-0.73
2025-11-24 14:30:00+00:00,2025-11-24 19:45:00+00:00,call,237,0.72,2.24,100,EOD_Expire,15224.65,211.7,129218.56,0.38,0.1391,-0.44
2025-11-25 14:30:00+00:00,2025-11-25 15:00:00+00:00,call,242,0.69,1.03,100,Win_Trail,3405.14,49.14,132623.7,0.36,0.1346,-0.44
2025-11-25 16:00:00+00:00,2025-11-25 18:30:00+00:00,call,244,0.6,0.75,100,Win_Trail,1538.55,25.61,134162.25,0.37,0.1566,-0.52
